AI_XW;COLL;NOB;NOB_cor;NOB_mr;NOB_mr_code;ReferenceName;VPVS_XW;WellName;Zone Name
8817.193;0;0;0;;;2612.4;1.804882;1000PST2;AC 9
8788.401;0;0;0;;;2612.5;1.802369;1000PST2;AC 9
8742.578;0;0;0;;;2612.6;1.802594;1000PST2;AC 9
8709.677;0;0;0;;;2612.7;1.804291;1000PST2;AC 9
8683.611;0;0;0;;;2612.8;1.806252;1000PST2;AC 9
8751.439;0;0;0;;;2612.9;1.799551;1000PST2;AC 9
8850.157;0;0;0;;;2613;1.790905;1000PST2;AC 9
8904.239;0;0;0;;;2613.1;1.789834;1000PST2;AC 9
9016.36;0;0;0;;;2613.2;1.785561;1000PST2;AC 9
9155.095;0;0;0;;;2613.3;1.781372;1000PST2;AC 9
9192.327;0;0;0;;;2613.4;1.786117;1000PST2;AC 9
9166.651;0;0;0;;;2613.5;1.790764;1000PST2;AC 9
9135.254;0;0;0;;;2613.6;1.795374;1000PST2;AC 9
9169.576;0;0;0;;;2613.7;1.797515;1000PST2;AC 9
9159.813;0;0;0;;;2613.8;1.801458;1000PST2;AC 9
9205.662;0;0;0;;;2613.9;1.812597;1000PST2;AC 9
9236.513;0;0;0;;;2614;1.825359;1000PST2;AC 9
9323.682;0;0;0;;;2614.1;1.832793;1000PST2;AC 9
9490.302;0;0;0;;;2614.2;1.836757;1000PST2;AC 9
9510.142;0;0;0;;;2614.3;1.842674;1000PST2;AC 9
9567.062;0;0;0;;;2614.4;1.842599;1000PST2;AC 9
9562.176;0;0;0;;;2614.5;1.83073;1000PST2;AC 9
9413.815;0;0;0;;;2614.6;1.829848;1000PST2;AC 9
9240.909;0;0;0;;;2614.7;1.820816;1000PST2;AC 9
9127.749;0;0;0;;;2614.8;1.807314;1000PST2;AC 9
9050.714;0;0;0;;;2614.9;1.800751;1000PST2;AC 9
8971.306;0;0;0;;;2615;1.797714;1000PST2;AC 9
9003.479;0;0;0;;;2615.1;1.802804;1000PST2;AC 9
9093.916;0;0;0;;;2615.2;1.805964;1000PST2;AC 9
9179.082;0;0;0;;;2615.3;1.807425;1000PST2;AC 9
9243.443;0;0;0;;;2615.4;1.809871;1000PST2;AC 9
9197.558;0;0;0;;;2615.5;1.815642;1000PST2;AC 9
9156.824;0;0;0;;;2615.6;1.820998;1000PST2;AC 9
9191.165;0;0;0;;;2615.7;1.821025;1000PST2;AC 9
9170.147;0;0;0;;;2615.8;1.826608;1000PST2;AC 9
9214.505;0;0;0;;;2615.9;1.8342;1000PST2;AC 9
9327.03;0;0;0;;;2616;1.834557;1000PST2;AC 9
9362.503;0;0;0;;;2616.1;1.837232;1000PST2;AC 9
9382.973;0;0;0;;;2616.2;1.844207;1000PST2;AC 9
9393.846;0;0;0;;;2616.3;1.847538;1000PST2;AC 9
9381.285;0;0;0;;;2616.4;1.851968;1000PST2;AC 9
9358.021;0;0;0;;;2616.5;1.857794;1000PST2;AC 9
9335.079;0;0;0;;;2616.6;1.86379;1000PST2;AC 9
9325.735;0;0;0;;;2616.7;1.867547;1000PST2;AC 9
9325.494;0;0;0;;;2616.8;1.870887;1000PST2;AC 9
9284.804;0;0;0;;;2616.9;1.8682;1000PST2;AC 9
9256.099;0;0;0;;;2617;1.864624;1000PST2;AC 9
9147.153;0;0;0;;;2617.1;1.854665;1000PST2;AC 9
9015.049;0;0;0;;;2617.2;1.846358;1000PST2;AC 9
8973.303;0;0;0;;;2617.3;1.832653;1000PST2;AC 9
8988.565;0;0;0;;;2617.4;1.813808;1000PST2;AC 9
9008.243;0;0;0;;;2617.5;1.811151;1000PST2;AC 9
9073.482;0;0;0;;;2617.6;1.805838;1000PST2;AC 9
9167.388;0;0;0;;;2617.7;1.796186;1000PST2;AC 9
9135.805;0;0;0;;;2617.8;1.798957;1000PST2;AC 9
9066.633;0;0;0;;;2617.9;1.79645;1000PST2;AC 9
9050.645;0;0;0;;;2618;1.78769;1000PST2;AC 9
8929.014;1;7;7;water;2;2618.1;1.789208;1000PST2;AC 9
8830.022;1;7;7;water;2;2618.2;1.790911;1000PST2;AC 9
8835.421;1;7;7;water;2;2618.3;1.789771;1000PST2;AC 9
8783.762;1;7;7;water;2;2618.4;1.794906;1000PST2;AC 9
8738.772;1;7;7;water;2;2618.5;1.800406;1000PST2;AC 9
8744.988;1;7;7;water;2;2618.6;1.800371;1000PST2;AC 9
8780.825;1;7;7;water;2;2618.7;1.799123;1000PST2;AC 9
8828.33;1;7;7;water;2;2618.8;1.796142;1000PST2;AC 9
8927.103;1;7;7;water;2;2618.9;1.790359;1000PST2;AC 9
8987.499;1;7;7;water;2;2619;1.786307;1000PST2;AC 9
9009.585;1;7;7;water;2;2619.1;1.782833;1000PST2;AC 9
9056.352;1;7;7;water;2;2619.2;1.778322;1000PST2;AC 9
9057.018;1;7;7;water;2;2619.3;1.7745;1000PST2;AC 9
9053.243;1;7;7;water;2;2619.4;1.772606;1000PST2;AC 9
9111.188;1;7;7;water;2;2619.5;1.768706;1000PST2;AC 9
9063.091;1;7;7;water;2;2619.6;1.772376;1000PST2;AC 9
8956.857;1;7;7;water;2;2619.7;1.78161;1000PST2;AC 9
8900.256;1;7;7;water;2;2619.8;1.788831;1000PST2;AC 9
8860.659;1;7;7;water;2;2619.9;1.795768;1000PST2;AC 9
8838.482;1;7;7;water;2;2620;1.801067;1000PST2;AC 9
9014.533;0;0;0;;;2620.1;1.793195;1000PST2;AC 9
9215.838;0;0;0;;;2620.2;1.782997;1000PST2;AC 9
9506.784;0;0;0;;;2620.3;1.772371;1000PST2;AC 9
9816.265;0;0;0;;;2620.4;1.763635;1000PST2;AC 9
9978.341;0;0;0;;;2620.5;1.761379;1000PST2;AC 9
10026.84;0;0;0;;;2620.6;1.767034;1000PST2;AC 9
9837.574;0;0;0;;;2620.7;1.784851;1000PST2;AC 9
9700.369;0;0;0;;;2620.8;1.800068;1000PST2;AC 9
9700.012;0;0;0;;;2620.9;1.813216;1000PST2;AC 9
10033.77;0;0;0;;;2621;1.802214;1000PST2;AC 9
10601.63;0;0;0;;;2621.1;1.784101;1000PST2;AC 9
11470.43;0;0;0;;;2621.2;1.75431;1000PST2;AC 9
11970.37;0;0;0;;;2621.3;1.741385;1000PST2;AC 9
12343.88;0;0;0;;;2621.4;1.732944;1000PST2;AC 9
12444.44;0;0;0;;;2621.5;1.713326;1000PST2;AC 9
12053.43;0;0;0;;;2621.6;1.723532;1000PST2;AC 9
11430.13;0;0;0;;;2621.7;1.715297;1000PST2;AC 9
10698.67;0;0;0;;;2621.8;1.716358;1000PST2;AC 9
10057.64;0;0;0;;;2621.9;1.729512;1000PST2;AC 9
9519.231;0;0;0;;;2622;1.739411;1000PST2;AC 9
9263.35;0;0;0;;;2622.1;1.756648;1000PST2;AC 9
9105.285;0;0;0;;;2622.2;1.770748;1000PST2;AC 9
9050.896;0;0;0;;;2622.3;1.789181;1000PST2;AC 9
9093.446;0;0;0;;;2622.4;1.80467;1000PST2;AC 9
9112.588;0;0;0;;;2622.5;1.813846;1000PST2;AC 9
9148.539;0;0;0;;;2622.6;1.822634;1000PST2;AC 9
9091.041;0;0;0;;;2622.7;1.832263;1000PST2;AC 9
9091.479;0;0;0;;;2622.8;1.837579;1000PST2;AC 9
9173.987;0;0;0;;;2622.9;1.841774;1000PST2;AC 9
9220.287;0;0;0;;;2623;1.847925;1000PST2;AC 9
9225.345;0;0;0;;;2623.1;1.861265;1000PST2;AC 9
9178.652;0;0;0;;;2623.2;1.876562;1000PST2;AC 9
9204.868;0;0;0;;;2623.3;1.876871;1000PST2;AC 9
9223.363;0;0;0;;;2623.4;1.882337;1000PST2;AC 9
9169.311;0;0;0;;;2623.5;1.888056;1000PST2;AC 9
9224.853;0;0;0;;;2623.6;1.882394;1000PST2;AC 9
9175.185;0;0;0;;;2623.7;1.890269;1000PST2;AC 9
9029.217;0;0;0;;;2623.8;1.910923;1000PST2;AC 9
9096.064;0;0;0;;;2623.9;1.90268;1000PST2;AC 9
9130.845;0;0;0;;;2624;1.897716;1000PST2;AC 9
9129.549;0;0;0;;;2624.1;1.898098;1000PST2;AC 9
9183.192;0;0;0;;;2624.2;1.890015;1000PST2;AC 9
9238.469;0;0;0;;;2624.3;1.88261;1000PST2;AC 9
9282.662;0;0;0;;;2624.4;1.875774;1000PST2;AC 9
9323.905;0;0;0;;;2624.5;1.871633;1000PST2;AC 9
9325.715;0;0;0;;;2624.6;1.873976;1000PST2;AC 9
9259.792;0;0;0;;;2624.7;1.886043;1000PST2;AC 9
9227.571;0;0;0;;;2624.8;1.893136;1000PST2;AC 9
9212.865;0;0;0;;;2624.9;1.899873;1000PST2;AC 9
9216.962;0;0;0;;;2625;1.903051;1000PST2;AC 9
9267.821;0;0;0;;;2625.1;1.897599;1000PST2;AC 9
9324.601;0;0;0;;;2625.2;1.894368;1000PST2;AC 9
9317.576;0;0;0;;;2625.3;1.894053;1000PST2;AC 9
9303.881;0;0;0;;;2625.4;1.893679;1000PST2;AC 9
9310.675;0;0;0;;;2625.5;1.894553;1000PST2;AC 9
9311.723;0;0;0;;;2625.6;1.89481;1000PST2;AC 9
9336.203;0;0;0;;;2625.7;1.891576;1000PST2;AC 9
9382.473;0;0;0;;;2625.8;1.886212;1000PST2;AC 9
9456.192;0;0;0;;;2625.9;1.87234;1000PST2;AC 9
9451.731;0;0;0;;;2626;1.868467;1000PST2;AC 9
9407.001;0;0;0;;;2626.1;1.869169;1000PST2;AC 9
9380.995;0;0;0;;;2626.2;1.869943;1000PST2;AC 9
9383.299;0;0;0;;;2626.3;1.872367;1000PST2;AC 9
9378.328;0;0;0;;;2626.4;1.87643;1000PST2;AC 9
9347.148;0;0;0;;;2626.5;1.879499;1000PST2;AC 9
9358.867;0;0;0;;;2626.6;1.875189;1000PST2;AC 9
9409.001;0;0;0;;;2626.7;1.862993;1000PST2;AC 9
9397.846;0;0;0;;;2626.8;1.857502;1000PST2;AC 9
9384.606;0;0;0;;;2626.9;1.848015;1000PST2;AC 9
9378.43;0;0;0;;;2627;1.836185;1000PST2;AC 9
9321.144;0;0;0;;;2627.1;1.831159;1000PST2;AC 9
9303.575;0;0;0;;;2627.2;1.825332;1000PST2;AC 9
9360.882;0;0;0;;;2627.3;1.819059;1000PST2;AC 9
9329.119;0;0;0;;;2627.4;1.824646;1000PST2;AC 9
9301.801;0;0;0;;;2627.5;1.836262;1000PST2;AC 9
9249.796;0;0;0;;;2627.6;1.850879;1000PST2;AC 9
9219.578;0;0;0;;;2627.7;1.867044;1000PST2;AC 9
9206.447;0;0;0;;;2627.8;1.880645;1000PST2;AC 9
9202.292;0;0;0;;;2627.9;1.886884;1000PST2;AC 9
9257.363;0;0;0;;;2628;1.885291;1000PST2;AC 9
9311.971;0;0;0;;;2628.1;1.881447;1000PST2;AC 9
9375.142;0;0;0;;;2628.2;1.875722;1000PST2;AC 9
9407.82;0;0;0;;;2628.3;1.879378;1000PST2;AC 9
9435.699;0;0;0;;;2628.4;1.883804;1000PST2;AC 9
9493.979;0;0;0;;;2628.5;1.881471;1000PST2;AC 9
9552.713;0;0;0;;;2628.6;1.878131;1000PST2;AC 9
9580.731;0;0;0;;;2628.7;1.870365;1000PST2;AC 9
9609.45;0;0;0;;;2628.8;1.862171;1000PST2;AC 9
9565.318;0;0;0;;;2628.9;1.853719;1000PST2;AC 9
9497.854;0;0;0;;;2629;1.847401;1000PST2;AC 9
9307.66;0;0;0;;;2629.1;1.849804;1000PST2;AC 9
9174.835;0;0;0;;;2629.2;1.849521;1000PST2;AC 9
9159.86;0;0;0;;;2629.3;1.849756;1000PST2;AC 9
9092.631;0;0;0;;;2629.4;1.856916;1000PST2;AC 9
9120.755;0;0;0;;;2629.5;1.864965;1000PST2;AC 9
9179.644;0;0;0;;;2629.6;1.868745;1000PST2;AC 9
9262.208;0;0;0;;;2629.7;1.868616;1000PST2;AC 9
9318.98;0;0;0;;;2629.8;1.872985;1000PST2;AC 9
9337.63;0;0;0;;;2629.9;1.876143;1000PST2;AC 9
9363.313;0;0;0;;;2630;1.877844;1000PST2;AC 9
9322.726;0;0;0;;;2630.1;1.88894;1000PST2;AC 9
9220.057;0;0;0;;;2630.2;1.912751;1000PST2;AC 9
9312.312;0;0;0;;;2630.3;1.901318;1000PST2;AC 9
9358.34;0;0;0;;;2630.4;1.898899;1000PST2;AC 9
9289.522;0;0;0;;;2630.5;1.903377;1000PST2;AC 9
9303.482;0;0;0;;;2630.6;1.893928;1000PST2;AC 9
9321.288;0;0;0;;;2630.7;1.888536;1000PST2;AC 9
9299.604;0;0;0;;;2630.8;1.886437;1000PST2;AC 9
9346.146;0;0;0;;;2630.9;1.868183;1000PST2;AC 9
9392.485;0;0;0;;;2631;1.851526;1000PST2;AC 9
9332.012;0;0;0;;;2631.1;1.836328;1000PST2;AC 9
9261.451;0;0;0;;;2631.2;1.823428;1000PST2;AC 9
9224.423;0;0;0;;;2631.3;1.821118;1000PST2;AC 9
9045.133;0;0;0;;;2631.4;1.835096;1000PST2;AC 9
9073.696;0;0;0;;;2631.5;1.846496;1000PST2;AC 9
9136.766;0;0;0;;;2631.6;1.855521;1000PST2;AC 9
9126.407;0;0;0;;;2631.7;1.860025;1000PST2;AC 9
9261.699;0;0;0;;;2631.8;1.846205;1000PST2;AC 9
9223.53;0;0;0;;;2631.9;1.8166;1000PST2;AC 9
9133.285;0;0;0;;;2632;1.792934;1000PST2;AC 9
8967.952;0;3.18E-11;0;;;2632.1;1.772488;1000PST2;AC 9
8803.294;1;7;7;water;2;2632.2;1.755423;1000PST2;AC 9
8726.654;1;7;7;water;2;2632.3;1.74554;1000PST2;AC 9
8613.871;1;7;7;water;2;2632.4;1.739022;1000PST2;AC 9
8553.026;1;7;7;water;2;2632.5;1.739526;1000PST2;AC 9
8535.575;1;7;7;water;2;2632.6;1.738167;1000PST2;AC 9
8518.929;1;7;7;water;2;2632.7;1.737483;1000PST2;AC 9
8502.933;1;7;7;water;2;2632.8;1.737698;1000PST2;AC 9
8462.977;1;7;7;water;2;2632.9;1.737159;1000PST2;AC 9
8467.587;1;7;7;water;2;2633;1.735003;1000PST2;AC 9
8578.953;1;7;7;water;2;2633.1;1.735703;1000PST2;AC 9
8627.312;1;7;7;water;2;2633.2;1.744338;1000PST2;AC 9
8854.42;1;7;7;water;2;2633.3;1.770281;1000PST2;AC 9
9084.893;1;7;7;water;2;2633.4;1.804185;1000PST2;AC 9
9122.826;1;7;7;water;2;2633.5;1.845501;1000PST2;AC 9
9133.814;1;7;7;water;2;2633.6;1.884987;1000PST2;AC 9
9038.672;0;0;0;;;2633.7;1.907678;1000PST2;AC 9
9004.903;0;0;0;;;2633.8;1.910545;1000PST2;AC 9
8982.578;0;0;0;;;2633.9;1.923981;1000PST2;AC 9
8831.959;0;0;0;;;2634;1.954577;1000PST2;AC 9
8478.751;0;0;0;;;2634.1;2.023202;1000PST2;AC 9
7969.696;0;0;0;;;2634.2;2.169882;1000PST2;AC 9
7982.226;0;0;0;;;2634.3;2.17575;1000PST2;AC 9
7933.379;0;0;0;;;2634.4;2.192362;1000PST2;AC 9
7939.608;0;0;0;;;2634.5;2.192078;1000PST2;AC 9
7937.631;0;0;0;;;2634.6;2.192209;1000PST2;AC 9
7921.674;0;0;0;;;2634.7;2.192604;1000PST2;AC 9
7894.845;0;0;0;;;2634.8;2.191077;1000PST2;AC 9
7848.61;0;0;0;;;2634.9;2.191262;1000PST2;AC 9
7844.824;0;0;0;;;2635;2.177183;1000PST2;AC 9
7849.625;0;0;0;;;2635.1;2.163679;1000PST2;AC 9
7885.656;0;0;0;;;2635.2;2.160889;1000PST2;AC 9
7850.298;0;0;0;;;2635.3;2.175638;1000PST2;AC 9
7839.1;0;0;0;;;2635.4;2.18533;1000PST2;AC 9
7824.328;0;0;0;;;2635.5;2.198349;1000PST2;AC 9
7765.056;0;0;0;;;2635.6;2.229113;1000PST2;AC 9
7788.348;0;0;0;;;2635.7;2.228439;1000PST2;AC 9
7827.505;0;0;0;;;2635.8;2.234357;1000PST2;AC 9
7858.879;0;0;0;;;2635.9;2.226594;1000PST2;AC 9
7886.19;0;0;0;;;2636;2.21915;1000PST2;AC 9
7885.307;0;0;0;;;2636.1;2.219171;1000PST2;AC 9
7911.012;0;0;0;;;2636.2;2.211959;1000PST2;AC 9
7893.378;0;0;0;;;2636.3;2.218573;1000PST2;AC 9
7966.919;0;0;0;;;2636.4;2.203283;1000PST2;AC 9
8038.649;0;0;0;;;2636.5;2.190561;1000PST2;AC 9
8103.667;0;0;0;;;2636.6;2.180474;1000PST2;AC 9
8223.859;0;0;0;;;2636.7;2.154978;1000PST2;AC 9
8343.221;0;0;0;;;2636.8;2.133075;1000PST2;AC 9
8448.653;0;0;0;;;2636.9;2.114967;1000PST2;AC 9
8433.951;0;0;0;;;2637;2.129808;1000PST2;AC 9
8525.975;0;0;0;;;2637.1;2.115257;1000PST2;AC 9
8812.645;0;0;0;;;2637.2;2.049052;1000PST2;AC 9
8919.953;0;0;0;;;2637.3;2.025029;1000PST2;AC 9
9019.499;0;0;0;;;2637.4;1.99161;1000PST2;AC 9
9215.634;0;0;0;;;2637.5;1.938209;1000PST2;AC 9
9377.673;0;0;0;;;2637.6;1.908298;1000PST2;AC 9
9558.223;0;0;0;;;2637.7;1.885298;1000PST2;AC 9
9808.522;0;0;0;;;2637.8;1.861418;1000PST2;AC 9
9918.881;0;0;0;;;2637.9;1.858783;1000PST2;AC 9
10027.91;0;0;0;;;2638;1.861791;1000PST2;AC 9
10283.21;0;0;0;;;2638.1;1.853613;1000PST2;AC 9
10347.07;0;0;0;;;2638.2;1.859616;1000PST2;AC 9
10300.29;0;0;0;;;2638.3;1.875004;1000PST2;AC 9
10069.72;0;0;0;;;2638.4;1.910136;1000PST2;AC 9
9776.035;0;0;0;;;2638.5;1.952835;1000PST2;AC 9
9464.913;0;0;0;;;2638.6;1.998951;1000PST2;AC 9
9377.042;0;0;0;;;2638.7;2.008873;1000PST2;AC 9
9294.766;0;0;0;;;2638.8;2.00655;1000PST2;AC 9
9228.128;0;0;0;;;2638.9;1.997837;1000PST2;AC 9
9207.031;0;0;0;;;2639;1.984198;1000PST2;AC 9
8986.158;0;0;0;;;2639.1;2.000739;1000PST2;AC 9
8648.127;0;0;0;;;2639.2;2.059903;1000PST2;AC 9
8412.524;0;0;0;;;2639.3;2.106536;1000PST2;AC 9
8215.454;0;0;0;;;2639.4;2.157037;1000PST2;AC 9
8088.352;0;0;0;;;2639.5;2.186525;1000PST2;AC 9
8183.163;0;0;0;;;2639.6;2.144525;1000PST2;AC 9
8223.1;0;0;0;;;2639.7;2.116095;1000PST2;AC 9
8172.331;0;0;0;;;2639.8;2.117838;1000PST2;AC 9
8088.008;0;0;0;;;2639.9;2.140754;1000PST2;AC 9
7916.015;0;0;0;;;2640;2.192003;1000PST2;AC 9
7788.097;0;0;0;;;2640.1;2.224181;1000PST2;AC 9
7741.619;0;0;0;;;2640.2;2.215015;1000PST2;AC 9
7739.465;0;0;0;;;2640.3;2.215077;1000PST2;AC 9
7743.677;0;0;0;;;2640.4;2.214957;1000PST2;AC 9
7805.002;0;0;0;;;2640.5;2.201643;1000PST2;AC 9
7824.828;0;0;0;;;2640.6;2.201147;1000PST2;AC 9
7840.577;0;0;0;;;2640.7;2.200754;1000PST2;AC 9
7846.644;0;0;0;;;2640.8;2.200449;1000PST2;AC 9
7840.513;0;0;0;;;2640.9;2.200798;1000PST2;AC 9
7824.646;0;0;0;;;2641;2.201152;1000PST2;AC 9
7807.324;0;0;0;;;2641.1;2.201585;1000PST2;AC 9
7842.759;0;0;0;;;2641.2;2.189534;1000PST2;AC 9
8103.617;0;0;0;;;2641.3;2.105815;1000PST2;AC 9
8214.914;0;0;0;;;2641.4;2.077312;1000PST2;AC 9
8300.322;0;0;0;;;2641.5;2.0589;1000PST2;AC 9
8426.78;0;0;0;;;2641.6;2.032714;1000PST2;AC 9
8329.279;0;0;0;;;2641.7;2.060838;1000PST2;AC 9
7909.696;0;0;0;;;2641.8;2.172738;1000PST2;AC 9
7872.445;0;0;0;;;2641.9;2.170481;1000PST2;AC 9
7738.252;0;0;0;;;2642;2.156859;1000PST2;AC 9
7685.87;0;0;0;;;2642.1;2.162879;1000PST2;AC 9
7662.198;0;0;0;;;2642.2;2.154331;1000PST2;AC 9
7664.086;0;0;0;;;2642.3;2.163646;1000PST2;AC 9
7670.628;0;0;0;;;2642.4;2.150318;1000PST2;AC 9
7783.941;0;0;0;;;2642.5;2.106449;1000PST2;AC 9
7800.686;0;0;0;;;2642.6;2.098208;1000PST2;AC 9
7818.12;0;0;0;;;2642.7;2.093003;1000PST2;AC 9
7818.533;0;0;0;;;2642.8;2.094619;1000PST2;AC 9
7819.638;0;0;0;;;2642.9;2.098989;1000PST2;AC 9
7821.399;0;0;0;;;2643;2.106118;1000PST2;AC 9
7805.278;0;0;0;;;2643.1;2.116954;1000PST2;AC 9
7809.227;0;0;0;;;2643.2;2.130217;1000PST2;AC 9
7794.6;0;0;0;;;2643.3;2.147084;1000PST2;AC 9
7758.024;0;0;0;;;2643.4;2.155651;1000PST2;AC 9
7721.37;0;0;0;;;2643.5;2.165075;1000PST2;AC 9
7762.643;0;0;0;;;2643.6;2.179241;1000PST2;AC 9
