AI_XW;COLL;NOB;NOB_cor;NOB_mr;NOB_mr_code;ReferenceName;VPVS_XW;WellName;Zone Name
8743.53;0;0;0;;;2674.2;1.852829;1016P;AC 10
8771.894;0;0;0;;;2674.3;1.850726;1016P;AC 10
8792.148;0;0;0;;;2674.4;1.848974;1016P;AC 10
8842.203;0;0;0;;;2674.5;1.845404;1016P;AC 10
8887.617;0;0;0;;;2674.6;1.842116;1016P;AC 10
9007.018;0;0;0;;;2674.7;1.834167;1016P;AC 10
9122.271;0;0;0;;;2674.8;1.827027;1016P;AC 10
9147.041;0;0;0;;;2674.9;1.825568;1016P;AC 10
9156.658;0;0;0;;;2675;1.824553;1016P;AC 10
9306.365;0;0;0;;;2675.1;1.815732;1016P;AC 10
9462.714;0;0;0;;;2675.2;1.807563;1016P;AC 10
9305.928;0;0;0;;;2675.3;1.815631;1016P;AC 10
9146.092;0;0;0;;;2675.4;1.824743;1016P;AC 10
9030.525;0;0;0;;;2675.5;1.832231;1016P;AC 10
8898.816;0;0;0;;;2675.6;1.840977;1016P;AC 10
8814.846;0;0;0;;;2675.7;1.847221;1016P;AC 10
8720.675;0;0;0;;;2675.8;1.854273;1016P;AC 10
8661.761;0;0;0;;;2675.9;1.858812;1016P;AC 10
8602.104;0;0;0;;;2676;1.863576;1016P;AC 10
8547.706;0;0;0;;;2676.1;1.868049;1016P;AC 10
8492.789;0;0;0;;;2676.2;1.872732;1016P;AC 10
8383.177;0;0;0;;;2676.3;1.882345;1016P;AC 10
8266.044;0;0;0;;;2676.4;1.893249;1016P;AC 10
8254.687;0;0;0;;;2676.5;1.896989;1016P;AC 10
8272.258;0;0;0;;;2676.6;1.901812;1016P;AC 10
8287.06;0;0;0;;;2676.7;1.896126;1016P;AC 10
8316.224;0;0;0;;;2676.8;1.892221;1016P;AC 10
8263.1;0;0;0;;;2676.9;1.89306;1016P;AC 10
8236.109;0;0;0;;;2677;1.896242;1016P;AC 10
8265.313;0;0;0;;;2677.1;1.893655;1016P;AC 10
8290.646;0;0;0;;;2677.2;1.891325;1016P;AC 10
8377.762;0;0;0;;;2677.3;1.883074;1016P;AC 10
8464.217;0;0;0;;;2677.4;1.875222;1016P;AC 10
8366.381;0;0;0;;;2677.5;1.884131;1016P;AC 10
8267.504;0;0;0;;;2677.6;1.893615;1016P;AC 10
8118.904;0;0;0;;;2677.7;1.909078;1016P;AC 10
7966.609;0;0;0;;;2677.8;1.926435;1016P;AC 10
8002.754;0;0;0;;;2677.9;1.922591;1016P;AC 10
8036.204;0;0;0;;;2678;1.918854;1016P;AC 10
8116.101;0;0;0;;;2678.1;1.951683;1016P;AC 10
8126.327;0;0;0;;;2678.2;1.968797;1016P;AC 10
8181.678;0;0;0;;;2678.3;1.962047;1016P;AC 10
8185.029;0;0;0;;;2678.4;1.948306;1016P;AC 10
8161.885;0;0;0;;;2678.5;1.928611;1016P;AC 10
8154.775;0;0;0;;;2678.6;1.911822;1016P;AC 10
8271.208;0;0;0;;;2678.7;1.91239;1016P;AC 10
8520.74;0;0;0;;;2678.8;1.931865;1016P;AC 10
8659.525;0;0;0;;;2678.9;1.928573;1016P;AC 10
8752.788;0;0;0;;;2679;1.920432;1016P;AC 10
8841.211;0;0;0;;;2679.1;1.915508;1016P;AC 10
8784.39;0;0;0;;;2679.2;1.892703;1016P;AC 10
8652.254;0;0;0;;;2679.3;1.858248;1016P;AC 10
8793.883;0;0;0;;;2679.4;1.849804;1016P;AC 10
8813.841;0;0;0;;;2679.5;1.847404;1016P;AC 10
8882.883;0;0;0;;;2679.6;1.854907;1016P;AC 10
8893.729;0;0;0;;;2679.7;1.8718;1016P;AC 10
8801.111;0;0;0;;;2679.8;1.876037;1016P;AC 10
8714.963;0;0;0;;;2679.9;1.871269;1016P;AC 10
8722.457;0;0;0;;;2680;1.878851;1016P;AC 10
8744.695;0;0;0;;;2680.1;1.89107;1016P;AC 10
8674.583;0;0;0;;;2680.2;1.891048;1016P;AC 10
8749.521;0;0;0;;;2680.3;1.896939;1016P;AC 10
8907.721;0;0;0;;;2680.4;1.91348;1016P;AC 10
8871.979;0;0;0;;;2680.5;1.935193;1016P;AC 10
8698.952;0;0;0;;;2680.6;1.941208;1016P;AC 10
8539.018;0;0;0;;;2680.7;1.933953;1016P;AC 10
8436.51;0;0;0;;;2680.8;1.934588;1016P;AC 10
8359.837;0;0;0;;;2680.9;1.933748;1016P;AC 10
8318.506;0;0;0;;;2681;1.937554;1016P;AC 10
8352.096;0;0;0;;;2681.1;1.947322;1016P;AC 10
8361.732;0;0;0;;;2681.2;1.953374;1016P;AC 10
8288.415;0;0;0;;;2681.3;1.954917;1016P;AC 10
8205.971;0;0;0;;;2681.4;1.955375;1016P;AC 10
8249.965;0;0;0;;;2681.5;1.930441;1016P;AC 10
8290.668;0;0;0;;;2681.6;1.907158;1016P;AC 10
8192.199;0;0;0;;;2681.7;1.913847;1016P;AC 10
8180.563;0;0;0;;;2681.8;1.933463;1016P;AC 10
8056.503;0;0;0;;;2681.9;1.931996;1016P;AC 10
7937.731;0;0;0;;;2682;1.929525;1016P;AC 10
8036.465;0;0;0;;;2682.1;1.917832;1016P;AC 10
8139.361;0;0;0;;;2682.2;1.906844;1016P;AC 10
8175.339;0;0;0;;;2682.3;1.903172;1016P;AC 10
8213.569;0;0;0;;;2682.4;1.899577;1016P;AC 10
8128.682;0;0;0;;;2682.5;1.908717;1016P;AC 10
8049.636;0;0;0;;;2682.6;1.918101;1016P;AC 10
7929.189;0;0;0;;;2682.7;1.933092;1016P;AC 10
7809.785;0;0;0;;;2682.8;1.949333;1016P;AC 10
7730.357;0;0;0;;;2682.9;1.960239;1016P;AC 10
7651.855;0;0;0;;;2683;1.971977;1016P;AC 10
7662.393;0;0;0;;;2683.1;1.966713;1016P;AC 10
7974.303;0;0;0;;;2683.2;1.996554;1016P;AC 10
7929.83;0;0;0;;;2683.3;2.017178;1016P;AC 10
7704.567;0;0;0;;;2683.4;2.011277;1016P;AC 10
7598.157;0;0;0;;;2683.5;2.001384;1016P;AC 10
7555.022;0;0;0;;;2683.6;2.000751;1016P;AC 10
7539.206;0;0;0;;;2683.7;1.985647;1016P;AC 10
7617.268;0;0;0;;;2683.8;1.975943;1016P;AC 10
7648.276;0;0;0;;;2683.9;1.971812;1016P;AC 10
7668.058;0;0;0;;;2684;1.968485;1016P;AC 10
7800.768;0;0;0;;;2684.1;1.951119;1016P;AC 10
7892.567;0;0;0;;;2684.2;1.938157;1016P;AC 10
7805.389;0;0;0;;;2684.3;1.949504;1016P;AC 10
7715.188;0;0;0;;;2684.4;1.962091;1016P;AC 10
7745.467;0;0;0;;;2684.5;1.957781;1016P;AC 10
7775.689;0;0;0;;;2684.6;1.9536;1016P;AC 10
7696.323;0;0;0;;;2684.7;1.964856;1016P;AC 10
7613.85;0;0;0;;;2684.8;1.9769;1016P;AC 10
7551.647;0;0;0;;;2684.9;1.986357;1016P;AC 10
7483.958;0;0;0;;;2685;1.997031;1016P;AC 10
7515.858;0;0;0;;;2685.1;1.991754;1016P;AC 10
7547.563;0;0;0;;;2685.2;1.986636;1016P;AC 10
7727.093;0;0;0;;;2685.3;1.959583;1016P;AC 10
7899.84;0;0;0;;;2685.4;1.936509;1016P;AC 10
8023.579;0;0;0;;;2685.5;1.921466;1016P;AC 10
8142.669;0;0;0;;;2685.6;1.90814;1016P;AC 10
8027.528;0;0;0;;;2685.7;1.920047;1016P;AC 10
7923.24;0;0;0;;;2685.8;1.932174;1016P;AC 10
7944.613;0;0;0;;;2685.9;1.92952;1016P;AC 10
7964.429;0;0;0;;;2686;1.927151;1016P;AC 10
7812.063;0;0;0;;;2686.1;1.946413;1016P;AC 10
7654.254;0;0;0;;;2686.2;1.968513;1016P;AC 10
7655.351;0;0;0;;;2686.3;1.968484;1016P;AC 10
7660.092;0;0;0;;;2686.4;1.967677;1016P;AC 10
7604.088;0;0;0;;;2686.5;1.976012;1016P;AC 10
7545.962;0;0;0;;;2686.6;1.985145;1016P;AC 10
7515.038;0;0;0;;;2686.7;1.990613;1016P;AC 10
7485.401;0;0;0;;;2686.8;1.995895;1016P;AC 10
7475.986;0;0;0;;;2686.9;1.997996;1016P;AC 10
7474.527;0;0;0;;;2687;1.998165;1016P;AC 10
7561.298;0;0;0;;;2687.1;1.984436;1016P;AC 10
7652.747;0;0;0;;;2687.2;1.970395;1016P;AC 10
7717.424;0;0;0;;;2687.3;1.960912;1016P;AC 10
7779.873;0;0;0;;;2687.4;1.952263;1016P;AC 10
7776.873;0;0;0;;;2687.5;1.95224;1016P;AC 10
7777.982;0;0;0;;;2687.6;1.952215;1016P;AC 10
7775.578;0;0;0;;;2687.7;1.952272;1016P;AC 10
7765.984;0;0;0;;;2687.8;1.953772;1016P;AC 10
7713.256;0;0;0;;;2687.9;1.961169;1016P;AC 10
7659.883;0;0;0;;;2688;1.968928;1016P;AC 10
7592.133;0;0;0;;;2688.1;1.979164;1016P;AC 10
7523.494;0;0;0;;;2688.2;1.990079;1016P;AC 10
7558.75;0;0;0;;;2688.3;1.984364;1016P;AC 10
7592.133;0;0;0;;;2688.4;1.979164;1016P;AC 10
7591.768;0;0;0;;;2688.5;1.979175;1016P;AC 10
7591.584;0;0;0;;;2688.6;1.97918;1016P;AC 10
7572.434;0;0;0;;;2688.7;1.982196;1016P;AC 10
7553.005;0;0;0;;;2688.8;1.985312;1016P;AC 10
7643.679;0;0;0;;;2688.9;1.970858;1016P;AC 10
7718.12;0;0;0;;;2689;1.95889;1016P;AC 10
7862.718;0;0;0;;;2689.1;1.943615;1016P;AC 10
8044.498;0;0;0;;;2689.2;1.934343;1016P;AC 10
8274.721;0;0;0;;;2689.3;1.918555;1016P;AC 10
8433.324;0;0;0;;;2689.4;1.896559;1016P;AC 10
8536.229;0;0;0;;;2689.5;1.88333;1016P;AC 10
8637.744;0;0;0;;;2689.6;1.871159;1016P;AC 10
8559.91;0;0;0;;;2689.7;1.88042;1016P;AC 10
8481.898;0;0;0;;;2689.8;1.890235;1016P;AC 10
8456.229;0;0;0;;;2689.9;1.893517;1016P;AC 10
8388.287;0;0;0;;;2690;1.890719;1016P;AC 10
8216.119;0;0;0;;;2690.1;1.908226;1016P;AC 10
8049.879;0;0;0;;;2690.2;1.930122;1016P;AC 10
7835.455;0;0;0;;;2690.3;1.962995;1016P;AC 10
7575.018;0;0;0;;;2690.4;1.998329;1016P;AC 10
7690.305;0;0;0;;;2690.5;1.967186;1016P;AC 10
7834.273;0;0;0;;;2690.6;1.942746;1016P;AC 10
7973.388;0;0;0;;;2690.7;1.926087;1016P;AC 10
8096.237;0;0;0;;;2690.8;1.911957;1016P;AC 10
8132.451;0;0;0;;;2690.9;1.907998;1016P;AC 10
8155.581;0;0;0;;;2691;1.904912;1016P;AC 10
8289.803;0;0;0;;;2691.1;1.890934;1016P;AC 10
8419.743;0;0;0;;;2691.2;1.878478;1016P;AC 10
8359.292;0;0;0;;;2691.3;1.885972;1016P;AC 10
8308.506;0;0;0;;;2691.4;1.892651;1016P;AC 10
8323.841;0;0;0;;;2691.5;1.887982;1016P;AC 10
8323.826;0;0;0;;;2691.6;1.887939;1016P;AC 10
8571.516;0;0;0;;;2691.7;1.910973;1016P;AC 10
8797.553;0;0;0;;;2691.8;1.927671;1016P;AC 10
8855.02;0;0;0;;;2691.9;1.930922;1016P;AC 10
8920.531;0;0;0;;;2692;1.935184;1016P;AC 10
9047.454;0;0;0;;;2692.1;1.933455;1016P;AC 10
9156.415;0;0;0;;;2692.2;1.930004;1016P;AC 10
9345.916;0;0;0;;;2692.3;1.930843;1016P;AC 10
9401.5;0;0;0;;;2692.4;1.916795;1016P;AC 10
9225.624;0;0;0;;;2692.5;1.892498;1016P;AC 10
9138.825;0;0;0;;;2692.6;1.87879;1016P;AC 10
9102.159;0;0;0;;;2692.7;1.863407;1016P;AC 10
8987.285;0;0;0;;;2692.8;1.838519;1016P;AC 10
9083.559;0;0;0;;;2692.9;1.853704;1016P;AC 10
9058.816;0;0;0;;;2693;1.853766;1016P;AC 10
9143.807;0;0;0;;;2693.1;1.843099;1016P;AC 10
9215.243;0;0;0;;;2693.2;1.83186;1016P;AC 10
9157.503;0;0;0;;;2693.3;1.834038;1016P;AC 10
9099.152;0;0;0;;;2693.4;1.836337;1016P;AC 10
9042.568;0;0;0;;;2693.5;1.833763;1016P;AC 10
9021.936;0;0;0;;;2693.6;1.83571;1016P;AC 10
8969.8;0;0;0;;;2693.7;1.840736;1016P;AC 10
8895.208;0;0;0;;;2693.8;1.843243;1016P;AC 10
8915.357;0;0;0;;;2693.9;1.841244;1016P;AC 10
8934.068;0;0;0;;;2694;1.839366;1016P;AC 10
8858.216;0;0;0;;;2694.1;1.846995;1016P;AC 10
8780.625;0;0;0;;;2694.2;1.855156;1016P;AC 10
8767.348;0;0;0;;;2694.3;1.849329;1016P;AC 10
8791.507;0;0;0;;;2694.4;1.847794;1016P;AC 10
8707.574;0;0;0;;;2694.5;1.85401;1016P;AC 10
8623.078;0;0;0;;;2694.6;1.860528;1016P;AC 10
8628.766;0;0;0;;;2694.7;1.866782;1016P;AC 10
8717.872;0;0;0;;;2694.8;1.883355;1016P;AC 10
8729.25;0;0;0;;;2694.9;1.887434;1016P;AC 10
8717.574;0;0;0;;;2695;1.888819;1016P;AC 10
8780.271;0;0;0;;;2695.1;1.876102;1016P;AC 10
8839.458;0;0;0;;;2695.2;1.864238;1016P;AC 10
8831.422;0;0;0;;;2695.3;1.86;1016P;AC 10
8832.689;0;0;0;;;2695.4;1.857265;1016P;AC 10
8830.313;0;0;0;;;2695.5;1.854945;1016P;AC 10
8807.521;0;0;0;;;2695.6;1.84972;1016P;AC 10
8772.471;0;0;0;;;2695.7;1.849174;1016P;AC 10
8742.923;0;0;0;;;2695.8;1.851333;1016P;AC 10
8781.717;0;0;0;;;2695.9;1.848688;1016P;AC 10
8812.714;0;0;0;;;2696;1.846493;1016P;AC 10
8689.8;0;0;0;;;2696.1;1.855539;1016P;AC 10
8562.294;0;0;0;;;2696.2;1.865693;1016P;AC 10
8523.799;0;0;0;;;2696.3;1.868935;1016P;AC 10
8486.044;0;0;0;;;2696.4;1.872125;1016P;AC 10
8534.393;0;0;0;;;2696.5;1.868007;1016P;AC 10
8582.341;0;0;0;;;2696.6;1.864054;1016P;AC 10
8512.643;0;0;0;;;2696.7;1.869847;1016P;AC 10
8441.819;0;0;0;;;2696.8;1.875984;1016P;AC 10
8492.486;0;0;0;;;2696.9;1.871593;1016P;AC 10
8543.707;0;0;0;;;2697;1.86723;1016P;AC 10
8548.019;0;0;0;;;2697.1;1.866625;1016P;AC 10
8558.82;0;0;0;;;2697.2;1.865731;1016P;AC 10
8575.481;0;0;0;;;2697.3;1.864762;1016P;AC 10
8600.523;0;0;0;;;2697.4;1.864601;1016P;AC 10
8662.698;0;0;0;;;2697.5;1.857595;1016P;AC 10
8733.191;0;0;0;;;2697.6;1.852478;1016P;AC 10
8741.617;0;0;0;;;2697.7;1.854169;1016P;AC 10
8739.146;0;0;0;;;2697.8;1.854435;1016P;AC 10
8698.19;0;0;0;;;2697.9;1.858928;1016P;AC 10
8656.659;0;0;0;;;2698;1.863573;1016P;AC 10
8590.136;0;0;0;;;2698.1;1.865759;1016P;AC 10
8546.435;0;0;0;;;2698.2;1.870949;1016P;AC 10
8460.959;0;0;0;;;2698.3;1.881397;1016P;AC 10
8373.296;0;0;0;;;2698.4;1.892694;1016P;AC 10
8412.732;0;0;0;;;2698.5;1.887552;1016P;AC 10
8451.661;0;0;0;;;2698.6;1.882577;1016P;AC 10
8464.845;0;0;0;;;2698.7;1.880879;1016P;AC 10
8479.543;0;0;0;;;2698.8;1.879076;1016P;AC 10
8584.526;0;0;0;;;2698.9;1.866741;1016P;AC 10
8627.172;0;0;0;;;2699;1.862876;1016P;AC 10
8555.799;0;0;0;;;2699.1;1.868026;1016P;AC 10
8457.11;0;0;0;;;2699.2;1.87481;1016P;AC 10
8603.34;0;0;0;;;2699.3;1.88896;1016P;AC 10
8781.955;0;0;0;;;2699.4;1.905816;1016P;AC 10
8810.168;0;0;0;;;2699.5;1.921674;1016P;AC 10
8843.852;0;0;0;;;2699.6;1.938959;1016P;AC 10
8938.515;0;0;0;;;2699.7;1.952151;1016P;AC 10
8918.123;0;0;0;;;2699.8;1.950625;1016P;AC 10
8798.539;0;0;0;;;2699.9;1.934161;1016P;AC 10
8642.045;0;0;0;;;2700;1.912869;1016P;AC 10
8471.857;0;0;0;;;2700.1;1.896744;1016P;AC 10
8346.745;0;0;0;;;2700.2;1.88504;1016P;AC 10
8232.796;0;0;0;;;2700.3;1.896521;1016P;AC 10
8125.796;0;0;0;;;2700.4;1.913546;1016P;AC 10
8162.109;0;0;0;;;2700.5;1.915813;1016P;AC 10
8129.024;0;0;0;;;2700.6;1.907121;1016P;AC 10
8096.055;0;0;0;;;2700.7;1.911033;1016P;AC 10
8062.657;0;0;0;;;2700.8;1.915071;1016P;AC 10
8088.577;0;0;0;;;2700.9;1.912163;1016P;AC 10
8114.502;0;0;0;;;2701;1.909327;1016P;AC 10
8085.105;0;0;0;;;2701.1;1.912545;1016P;AC 10
8062.065;0;0;0;;;2701.2;1.915456;1016P;AC 10
8063.58;0;0;0;;;2701.3;1.91543;1016P;AC 10
8070.734;0;0;0;;;2701.4;1.914475;1016P;AC 10
7975.589;0;0;0;;;2701.5;1.925429;1016P;AC 10
7877.131;0;0;0;;;2701.6;1.9376;1016P;AC 10
7807.381;0;0;0;;;2701.7;1.946625;1016P;AC 10
7735.039;0;0;0;;;2701.8;1.956518;1016P;AC 10
7701.148;0;0;0;;;2701.9;1.961299;1016P;AC 10
7660.745;0;0;0;;;2702;1.966752;1016P;AC 10
7621.148;0;0;0;;;2702.1;1.97278;1016P;AC 10
7584.834;0;0;0;;;2702.2;1.97991;1016P;AC 10
7704.356;0;0;0;;;2702.3;1.960467;1016P;AC 10
7826.988;0;0;0;;;2702.4;1.943708;1016P;AC 10
7885.225;0;0;0;;;2702.5;1.936209;1016P;AC 10
7949.081;0;0;0;;;2702.6;1.928655;1016P;AC 10
7961.369;0;0;0;;;2702.7;1.927132;1016P;AC 10
7972.284;0;0;0;;;2702.8;1.925868;1016P;AC 10
8057.719;0;0;0;;;2702.9;1.916222;1016P;AC 10
8134.114;0;0;0;;;2703;1.90781;1016P;AC 10
8247.726;0;0;0;;;2703.1;1.895974;1016P;AC 10
8358.442;0;0;0;;;2703.2;1.885201;1016P;AC 10
8374.634;0;0;0;;;2703.3;1.88367;1016P;AC 10
8389.459;0;0;0;;;2703.4;1.882325;1016P;AC 10
8556.802;0;0;0;;;2703.5;1.926014;1016P;AC 10
8508.451;0;0;0;;;2703.6;1.932925;1016P;AC 10
8646.923;0;0;0;;;2703.7;1.953486;1016P;AC 10
8652.874;0;0;0;;;2703.8;1.956636;1016P;AC 10
8699.365;0;0;0;;;2703.9;1.953808;1016P;AC 10
8787.021;0;0;0;;;2704;1.956879;1016P;AC 10
8833.496;0;0;0;;;2704.1;1.950248;1016P;AC 10
8879.417;0;0;0;;;2704.2;1.943892;1016P;AC 10
8853.917;0;0;0;;;2704.3;1.947424;1016P;AC 10
8826.733;0;0;0;;;2704.4;1.95121;1016P;AC 10
8851.135;0;0;0;;;2704.5;1.947789;1016P;AC 10
8903.897;0;0;0;;;2704.6;1.948093;1016P;AC 10
8999.222;0;0;0;;;2704.7;1.935339;1016P;AC 10
9093.419;0;0;0;;;2704.8;1.923455;1016P;AC 10
9153.969;0;0;0;;;2704.9;1.916146;1016P;AC 10
9213.524;0;0;0;;;2705;1.909215;1016P;AC 10
9336.753;0;0;0;;;2705.1;1.895591;1016P;AC 10
9454.436;0;0;0;;;2705.2;1.883397;1016P;AC 10
9377.929;0;0;0;;;2705.3;1.891214;1016P;AC 10
9299.725;0;0;0;;;2705.4;1.899575;1016P;AC 10
9268.401;0;0;0;;;2705.5;1.903021;1016P;AC 10
9236.766;0;0;0;;;2705.6;1.906557;1016P;AC 10
9361.542;0;0;0;;;2705.7;1.892951;1016P;AC 10
9451.95;0;0;0;;;2705.8;1.877389;1016P;AC 10
9359.99;0;0;0;;;2705.9;1.88024;1016P;AC 10
9210.258;0;0;0;;;2706;1.876211;1016P;AC 10
9163.882;0;0;0;;;2706.1;1.881053;1016P;AC 10
8828.452;0;0;0;;;2706.2;1.845498;1016P;AC 10
8832.394;0;0;0;;;2706.3;1.844872;1016P;AC 10
8865.454;0;0;0;;;2706.4;1.848758;1016P;AC 10
8753.197;0;0;0;;;2706.5;1.860727;1016P;AC 10
8585.401;0;0;0;;;2706.6;1.86706;1016P;AC 10
8532.416;0;0;0;;;2706.7;1.868343;1016P;AC 10
8490.03;0;0;0;;;2706.8;1.872244;1016P;AC 10
8480.238;0;0;0;;;2706.9;1.881935;1016P;AC 10
8519.832;0;0;0;;;2707;1.895036;1016P;AC 10
8508.912;0;0;0;;;2707.1;1.889682;1016P;AC 10
8487.672;0;0;0;;;2707.2;1.883299;1016P;AC 10
8397.362;0;0;0;;;2707.3;1.887962;1016P;AC 10
8297.087;0;0;0;;;2707.4;1.89181;1016P;AC 10
8402.778;0;0;0;;;2707.5;1.88726;1016P;AC 10
8524.079;0;0;0;;;2707.6;1.88547;1016P;AC 10
8658.516;0;0;0;;;2707.7;1.873601;1016P;AC 10
9008.462;0;0;0;;;2707.8;1.891395;1016P;AC 10
9025.844;0;0;0;;;2707.9;1.889447;1016P;AC 10
9041.788;0;0;0;;;2708;1.887643;1016P;AC 10
9067.403;0;0;0;;;2708.1;1.884783;1016P;AC 10
9092.92;0;0;0;;;2708.2;1.882002;1016P;AC 10
8986.211;0;0;0;;;2708.3;1.893986;1016P;AC 10
8874.628;0;0;0;;;2708.4;1.907286;1016P;AC 10
8878.454;0;0;0;;;2708.5;1.906804;1016P;AC 10
8882.335;0;0;0;;;2708.6;1.906334;1016P;AC 10
8909.126;0;0;0;;;2708.7;1.903044;1016P;AC 10
8937.135;0;0;0;;;2708.8;1.899707;1016P;AC 10
8888.731;0;0;0;;;2708.9;1.905543;1016P;AC 10
8839.683;0;0;0;;;2709;1.911642;1016P;AC 10
8826.612;0;0;0;;;2709.1;1.913283;1016P;AC 10
8813.547;0;0;0;;;2709.2;1.914953;1016P;AC 10
8781.854;0;0;0;;;2709.3;1.919018;1016P;AC 10
8751.43;0;0;0;;;2709.4;1.923059;1016P;AC 10
8729.027;0;0;0;;;2709.5;1.918367;1016P;AC 10
8677.263;0;0;0;;;2709.6;1.909795;1016P;AC 10
8677.132;0;0;0;;;2709.7;1.909774;1016P;AC 10
8678.538;0;0;0;;;2709.8;1.909614;1016P;AC 10
8614.227;0;0;0;;;2709.9;1.918149;1016P;AC 10
8548.622;0;0;0;;;2710;1.927185;1016P;AC 10
8519.568;0;0;0;;;2710.1;1.931319;1016P;AC 10
8490.245;0;0;0;;;2710.2;1.935559;1016P;AC 10
8372.043;0;0;0;;;2710.3;1.953515;1016P;AC 10
8233.308;0;0;0;;;2710.4;1.971738;1016P;AC 10
8254.45;0;0;0;;;2710.5;1.963623;1016P;AC 10
8275.244;0;0;0;;;2710.6;1.955729;1016P;AC 10
8324.488;0;0;0;;;2710.7;1.943471;1016P;AC 10
8359.518;0;0;0;;;2710.8;1.92961;1016P;AC 10
8418.165;0;0;0;;;2710.9;1.912833;1016P;AC 10
8474.579;0;0;0;;;2711;1.897112;1016P;AC 10
8546.801;0;0;0;;;2711.1;1.887852;1016P;AC 10
8617.482;0;0;0;;;2711.2;1.879159;1016P;AC 10
8626.335;0;0;0;;;2711.3;1.860587;1016P;AC 10
8697.488;0;0;0;;;2711.4;1.854768;1016P;AC 10
8576.028;0;0;0;;;2711.5;1.869042;1016P;AC 10
8452.425;0;0;0;;;2711.6;1.884087;1016P;AC 10
8448.435;0;0;0;;;2711.7;1.884599;1016P;AC 10
8444.44;0;0;0;;;2711.8;1.885115;1016P;AC 10
8437.718;0;0;0;;;2711.9;1.885969;1016P;AC 10
8430.981;0;0;0;;;2712;1.886829;1016P;AC 10
8521.301;0;0;0;;;2712.1;1.875549;1016P;AC 10
8608.716;0;0;0;;;2712.2;1.862151;1016P;AC 10
8481.717;0;0;0;;;2712.3;1.872777;1016P;AC 10
8358.64;0;0;0;;;2712.4;1.884093;1016P;AC 10
8361.86;0;0;0;;;2712.5;1.884105;1016P;AC 10
8360.89;0;0;0;;;2712.6;1.884118;1016P;AC 10
8359.919;0;0;0;;;2712.7;1.88413;1016P;AC 10
8363.145;0;0;0;;;2712.8;1.884143;1016P;AC 10
8335.462;0;0;0;;;2712.9;1.887076;1016P;AC 10
8307.581;0;0;0;;;2713;1.890062;1016P;AC 10
8239.369;0;0;0;;;2713.1;1.897157;1016P;AC 10
8170.991;0;0;0;;;2713.2;1.904492;1016P;AC 10
8000.677;0;0;0;;;2713.3;1.924188;1016P;AC 10
7816.066;0;0;0;;;2713.4;1.947754;1016P;AC 10
7918.725;0;0;0;;;2713.5;1.93445;1016P;AC 10
8017.762;0;0;0;;;2713.6;1.922515;1016P;AC 10
8132.663;0;0;0;;;2713.7;1.907896;1016P;AC 10
8253.34;0;0;0;;;2713.8;1.89431;1016P;AC 10
8587.102;0;0;0;;;2713.9;1.924832;1016P;AC 10
9005.12;0;0;0;;;2714;1.962357;1016P;AC 10
9089.104;0;0;0;;;2714.1;1.987015;1016P;AC 10
9052.744;0;0;0;;;2714.2;1.996777;1016P;AC 10
9110.83;0;0;0;;;2714.3;1.986025;1016P;AC 10
8989.942;0;0;0;;;2714.4;1.953715;1016P;AC 10
8837.764;0;0;0;;;2714.5;1.924558;1016P;AC 10
8831.482;0;0;0;;;2714.6;1.914584;1016P;AC 10
8836.038;0;0;0;;;2714.7;1.894924;1016P;AC 10
8761.423;0;0;0;;;2714.8;1.866005;1016P;AC 10
8748.335;0;0;0;;;2714.9;1.850939;1016P;AC 10
8858.304;0;0;0;;;2715;1.852034;1016P;AC 10
8740.405;0;0;0;;;2715.1;1.864773;1016P;AC 10
8596.504;0;0;0;;;2715.2;1.876027;1016P;AC 10
8461.538;0;0;0;;;2715.3;1.887105;1016P;AC 10
8321.057;0;0;0;;;2715.4;1.899742;1016P;AC 10
8283.634;0;0;0;;;2715.5;1.90185;1016P;AC 10
8245.959;0;0;0;;;2715.6;1.904022;1016P;AC 10
8267.237;0;0;0;;;2715.7;1.894877;1016P;AC 10
8319.526;0;0;0;;;2715.8;1.887787;1016P;AC 10
8394.111;0;0;0;;;2715.9;1.88107;1016P;AC 10
8464.553;0;0;0;;;2716;1.874887;1016P;AC 10
8431.429;0;0;0;;;2716.1;1.877999;1016P;AC 10
8408.855;0;0;0;;;2716.2;1.880544;1016P;AC 10
8330.468;0;0;0;;;2716.3;1.887833;1016P;AC 10
8249.354;0;0;0;;;2716.4;1.895803;1016P;AC 10
8183.669;0;0;0;;;2716.5;1.902548;1016P;AC 10
8116.942;0;0;0;;;2716.6;1.909678;1016P;AC 10
7885.109;0;0;0;;;2716.7;1.936908;1016P;AC 10
7626.42;0;0;0;;;2716.8;1.971858;1016P;AC 10
7576.068;0;0;0;;;2716.9;1.989911;1016P;AC 10
7500.173;0;0;0;;;2717;2.005947;1016P;AC 10
7471.376;0;0;0;;;2717.1;2.012377;1016P;AC 10
7434.277;0;0;0;;;2717.2;2.018715;1016P;AC 10
7520.673;0;0;0;;;2717.3;2.001559;1016P;AC 10
7582.394;0;0;0;;;2717.4;1.983094;1016P;AC 10
7632.302;0;0;0;;;2717.5;1.971102;1016P;AC 10
7699.337;0;0;0;;;2717.6;1.961576;1016P;AC 10
7733.686;0;0;0;;;2717.7;1.957059;1016P;AC 10
7760.136;0;0;0;;;2717.8;1.95344;1016P;AC 10
7751.632;0;0;0;;;2717.9;1.955025;1016P;AC 10
